Customer ID,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data
0354-WYROK,Offer C,Yes,47.95,No,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,Yes,No,Yes
0356-ERHVT,Offer D,Yes,12.95,No,Yes,Cable,6,No,No,No,No,No,No,No,Yes
0356-OBMAC,None,Yes,17.33,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,No,No,Yes
0357-NVCRI,Offer C,Yes,12.87,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0361-HJRDX,Offer A,No,0,No Info,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
0362-RAOQO,None,Yes,26.03,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0362-ZBZWJ,None,Yes,24.66,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,Yes,Yes
0363-QJVFX,Offer C,Yes,27.69,Yes,Yes,Fiber Optic,73,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
0363-SVHYR,Offer A,Yes,10.11,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0365-BZUWY,Offer D,Yes,10.11,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0365-GXEZS,Offer D,Yes,31.79,No,Yes,Fiber Optic,19,No,No,Yes,Yes,No,No,No,Yes
0365-TRTPY,None,Yes,11.73,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,No,No,No,No
0366-NQSHS,None,Yes,44.34,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0369-ZGOVK,Offer C,Yes,12.94,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes
0373-AIVNJ,Offer E,No,0,No Info,Yes,Cable,19,Yes,Yes,Yes,No,No,No,No,Yes
0374-AACSZ,Offer E,Yes,38.33,No,Yes,DSL,24,Yes,No,No,No,No,No,No,No
0374-FIUCA,None,Yes,23.46,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0374-IOEGQ,None,Yes,15.59,No,Yes,Cable,27,No,No,No,No,No,No,No,Yes
0375-HVGXO,Offer E,No,0,No Info,Yes,DSL,8,No,No,No,No,Yes,No,No,Yes
0376-OIWME,Offer C,Yes,41.33,No,Yes,Fiber Optic,41,Yes,No,No,No,Yes,Yes,Yes,Yes
0376-YMCJC,None,Yes,38.69,Yes,Yes,Cable,69,No,No,No,Yes,Yes,No,Yes,Yes
0377-JBKKT,Offer D,Yes,42.58,No,Yes,DSL,82,Yes,Yes,No,Yes,No,No,Yes,Yes
0378-CJKPV,None,Yes,4.56,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0378-NHQXU,None,Yes,17.91,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes
0378-TOVMS,None,Yes,10.6,No,Yes,Fiber Optic,73,No,No,No,Yes,No,Yes,Yes,Yes
0378-XSZPU,Offer B,Yes,17.22,No,Yes,Cable,21,Yes,Yes,Yes,No,No,No,No,Yes
0379-DJQHR,None,Yes,45.25,No,Yes,DSL,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
0380-NEAVX,None,Yes,35,No,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,No,Yes
0380-ZCSBI,None,Yes,4.42,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0383-CLDDA,Offer A,Yes,18.47,Yes,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
0384-LPITE,None,No,0,No Info,Yes,Cable,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
0384-RVBPI,Offer D,Yes,12.6,No,Yes,DSL,29,Yes,No,Yes,No,No,Yes,Yes,Yes
0386-CWRGM,None,Yes,47.5,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0388-EOPEX,None,Yes,9.79,No,Yes,Fiber Optic,41,Yes,No,No,No,No,No,No,Yes
0390-DCFDQ,Offer E,Yes,15.28,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes
0392-BZIUW,None,Yes,6.58,Yes,Yes,Fiber Optic,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes
0394-YONDK,None,Yes,1.22,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0396-HUJBP,None,Yes,49.91,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0396-UKGAI,Offer D,Yes,1.58,No,Yes,DSL,47,No,Yes,No,Yes,No,No,Yes,Yes
0396-YCHWO,Offer C,Yes,40.58,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes
0397-GZBBC,None,Yes,10.78,Yes,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,No,Yes
0397-ZXWQF,Offer A,Yes,47.31,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0401-WDBXM,None,Yes,8.33,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No
0402-CQAJN,None,Yes,24.04,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0402-OAMEN,Offer A,Yes,20.56,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0404-AHASP,Offer A,Yes,27.97,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0404-SWRVG,Offer E,Yes,14.6,Yes,Yes,Fiber Optic,71,No,No,No,No,No,No,Yes,Yes
0406-BPDVR,Offer B,Yes,33.49,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes
0407-BDJKB,None,Yes,35.22,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,No,No,Yes
0409-WTMPL,Offer B,Yes,37.95,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
0410-IPFTY,Offer C,Yes,12.03,No,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes
0411-EZJZE,None,Yes,20.1,Yes,Yes,DSL,29,No,No,No,No,Yes,No,No,No
0412-UCCNP,None,Yes,12.28,No,Yes,DSL,48,Yes,No,Yes,Yes,No,No,No,Yes
0415-MOSGF,Offer E,Yes,26.53,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes
0419-YAAPX,Offer B,Yes,14.21,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,No,No,Yes
0420-BWTPW,None,No,0,No Info,Yes,DSL,16,No,No,No,No,No,No,No,Yes
0420-HLGXF,None,Yes,10.03,Yes,Yes,Fiber Optic,13,No,No,Yes,No,Yes,Yes,No,Yes
0420-TXVSG,Offer A,Yes,37.71,Yes,Yes,DSL,15,Yes,Yes,Yes,No,No,No,No,Yes
0422-OHQHQ,None,Yes,34.63,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0422-UXFAP,Offer B,Yes,47.72,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,No
0423-UDIJQ,None,Yes,7.11,No,Yes,DSL,12,No,No,No,Yes,No,No,No,Yes
0426-TIRNE,Offer E,Yes,15.51,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0428-AXXLJ,Offer C,Yes,3.58,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0428-IKYCP,None,Yes,48.68,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,No,No,Yes
0430-IHCDJ,None,Yes,11.75,Yes,Yes,DSL,28,No,No,No,No,No,No,No,Yes
0431-APWVY,None,Yes,18.31,No,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes
0432-CAJZV,None,Yes,5.39,No,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes
0434-CSFON,Offer B,Yes,38.15,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,Yes,Yes
0436-TWFFZ,Offer A,Yes,8.71,Yes,Yes,DSL,41,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
0439-IFYUN,Offer D,Yes,21.09,No,Yes,Fiber Optic,18,No,Yes,No,No,No,No,No,No
0440-EKDCF,Offer B,Yes,33.7,No,Yes,Cable,15,No,Yes,Yes,Yes,No,No,No,Yes
0440-MOGPM,None,Yes,6.16,Yes,Yes,DSL,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0440-QEXBZ,Offer B,Yes,18.42,Yes,Yes,DSL,22,No,No,No,No,No,No,No,Yes
0440-UEDAI,None,Yes,33.88,No,Yes,Fiber Optic,6,No,Yes,Yes,Yes,No,Yes,Yes,Yes
0442-TDYUO,None,Yes,33.06,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0442-ZXKVS,Offer B,Yes,43.71,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
0447-BEMNG,None,No,0,No Info,Yes,Cable,58,Yes,No,Yes,No,No,Yes,Yes,No
0447-RXSGD,Offer C,Yes,25.68,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,Yes,Yes
0454-OKRCT,Offer C,Yes,34.85,No,Yes,Fiber Optic,27,No,Yes,No,Yes,No,No,No,Yes
0455-ENTCR,None,Yes,42.85,Yes,Yes,DSL,21,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
0455-XFASS,None,Yes,1.67,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes
0458-HEUZG,Offer D,No,0,No Info,Yes,Cable,13,No,No,Yes,Yes,No,No,No,No
0459-SPZHJ,None,Yes,13.45,Yes,Yes,DSL,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
0461-CVKMU,None,Yes,38.81,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,No,No,No,Yes
0463-TXOAK,None,Yes,23.12,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0463-WZZKO,Offer E,Yes,16.39,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0463-ZSDNT,None,Yes,30.3,No,Yes,DSL,73,No,No,No,No,No,Yes,Yes,No
0464-WJTKO,None,Yes,14.17,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0468-YRPXN,Offer C,Yes,48.2,No,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes
0471-ARVMX,Offer B,Yes,22.74,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes
0471-LVHGK,None,Yes,15.91,Yes,Yes,DSL,29,No,No,Yes,No,Yes,Yes,Yes,Yes
0475-RIJEP,Offer B,Yes,49.13,Yes,Yes,Fiber Optic,25,No,Yes,No,No,No,No,No,Yes
0479-HMSWA,Offer C,Yes,2.48,No,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0480-BIXDE,Offer D,Yes,10.68,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes
0480-KYJVA,None,Yes,47.6,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0481-SUMCB,Offer B,Yes,34.12,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,No,Yes
0484-FFVBJ,None,Yes,15.52,No,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes
0484-JPBRU,None,Yes,41.21,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0485-ZBSLN,None,Yes,36.5,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0486-HECZI,None,Yes,49.06,Yes,Yes,Fiber Optic,27,Yes,Yes,No,No,Yes,No,No,Yes
0486-LGCCH,Offer D,Yes,40.76,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0487-CRLZF,Offer B,Yes,7.51,No,Yes,DSL,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes
0487-RPVUM,None,Yes,15.15,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,Yes,No,No,Yes
0487-VVUVK,None,Yes,19.09,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0488-GSLFR,None,Yes,8.31,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes
0489-WMEMG,Offer D,Yes,25.85,No,Yes,Cable,53,No,No,No,Yes,No,No,No,Yes
0491-KAPQG,Offer D,Yes,28.54,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,Yes,Yes
0495-RVCBF,None,Yes,33.88,No,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes
0495-ZBNGW,None,Yes,6.66,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,No
0496-AHOOK,Offer C,Yes,32.86,No,Yes,Cable,30,Yes,No,No,Yes,Yes,Yes,Yes,Yes
0504-HHAPI,None,Yes,16.94,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,Yes,No,Yes
0505-SPOOW,Offer A,Yes,11.71,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0506-LVNGN,None,Yes,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes
0506-YLVKJ,None,Yes,45.92,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0508-OOLTO,None,Yes,29.03,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes
0508-SQWPL,Offer B,Yes,26.67,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0511-JTEOY,Offer E,Yes,10.19,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes
0512-FLFDW,None,Yes,27.68,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,No,Yes
0513-RBGPE,None,Yes,4.5,Yes,Yes,DSL,9,Yes,No,Yes,Yes,No,No,No,Yes
0515-YPMCW,None,Yes,42.87,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,No
0516-OOHAR,None,Yes,7.73,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0516-QREYC,None,Yes,18.39,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0516-UXRMT,None,Yes,23.88,Yes,Yes,Fiber Optic,47,Yes,Yes,Yes,No,No,No,No,Yes
0516-VRYBW,Offer D,Yes,8.95,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0516-WJVXC,None,Yes,3.61,No,Yes,DSL,69,Yes,No,No,Yes,No,No,No,Yes
0519-DRGTI,None,Yes,42.46,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0519-XUZJU,None,Yes,26,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes
0520-FDVVT,None,Yes,39.84,No,Yes,Fiber Optic,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0523-VNGTF,None,No,0,No Info,Yes,DSL,23,No,Yes,Yes,Yes,Yes,No,No,Yes
0524-IAVZO,Offer C,Yes,4.82,Yes,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes
0526-SXDJP,Offer A,No,0,No Info,Yes,Cable,17,Yes,Yes,Yes,No,No,No,No,Yes
0529-ONKER,Offer D,Yes,46.38,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes
0530-IJVDB,Offer A,Yes,26.67,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0531-XBKMM,None,Yes,32.12,Yes,Yes,DSL,17,Yes,Yes,No,Yes,No,No,No,Yes
0531-ZZJWQ,None,Yes,42.9,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes
0533-BNWKF,Offer B,Yes,42.82,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,No
0533-UCAAU,None,Yes,48.16,Yes,Yes,DSL,10,No,Yes,Yes,No,Yes,No,No,Yes
0536-ACXIP,None,Yes,44.2,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
0536-BGFMZ,None,Yes,42.33,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0536-ESJEP,None,Yes,14.18,No,Yes,DSL,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes
0537-QYZZN,Offer C,Yes,4.06,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes
0541-FITGH,Offer E,Yes,48.39,No,Yes,Cable,24,Yes,No,No,No,No,Yes,Yes,Yes
0547-HURJB,Offer D,Yes,19.38,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0549-CYCQN,None,Yes,24.92,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes
0550-DCXLH,None,Yes,40.99,No,Yes,DSL,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes
0556-FJEGU,Offer B,Yes,47.47,No,Yes,DSL,69,No,Yes,Yes,Yes,Yes,No,No,Yes
0557-ASKVU,Offer D,Yes,44.97,No,Yes,Cable,7,No,No,Yes,Yes,No,No,No,Yes
0559-CKHUS,Offer C,Yes,49.96,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0562-FGDCR,None,Yes,21.84,Yes,Yes,DSL,30,Yes,Yes,No,Yes,Yes,No,No,Yes
0562-HKHML,Offer A,Yes,18.99,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0562-KBDVM,Offer A,No,0,No Info,Yes,DSL,11,Yes,Yes,Yes,Yes,No,No,No,Yes
0564-JJHGS,None,Yes,19.22,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes
0564-MUUQK,None,Yes,38.71,Yes,Yes,Fiber Optic,48,No,No,Yes,Yes,No,Yes,Yes,Yes
0565-IYCGT,Offer A,Yes,29.38,Yes,Yes,DSL,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
0565-JUPYD,None,Yes,21.45,Yes,Yes,Fiber Optic,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes
0567-GGCAC,None,Yes,15.84,No,Yes,DSL,14,Yes,Yes,Yes,No,No,No,No,Yes
0567-XRHCU,None,No,0,No Info,Yes,DSL,59,Yes,No,Yes,No,No,Yes,Yes,Yes
0568-ONFPC,Offer E,Yes,40.05,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0570-BFQHT,None,Yes,32.57,No,Yes,Fiber Optic,13,No,Yes,Yes,No,No,No,No,Yes
0572-ZJKLT,Offer B,Yes,49.26,Yes,Yes,Fiber Optic,18,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0575-CUQOV,Offer B,Yes,17.05,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes
0576-WNXXC,None,Yes,39.49,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,Yes
0577-WHMEV,Offer D,Yes,27.83,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,No,Yes,Yes
0578-SKVMF,None,Yes,4.01,No,Yes,Cable,53,No,Yes,No,No,No,Yes,Yes,Yes
0580-PIQHM,Offer B,Yes,14.73,Yes,Yes,Fiber Optic,82,Yes,Yes,Yes,No,No,Yes,Yes,Yes
0581-BXBUB,None,Yes,35.67,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes
0581-MDMPW,Offer C,Yes,44.09,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes
0582-AVCLN,None,Yes,43.19,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0584-BJQGZ,None,Yes,28.05,Yes,Yes,Cable,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes
0585-EGDDA,Offer B,Yes,39.22,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes
0587-DMGBH,None,Yes,37.79,No,Yes,Cable,25,Yes,No,No,No,No,No,No,No
0594-UFTUL,Offer D,Yes,40.2,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0595-ITUDF,None,Yes,34.58,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,No,No,No,No,Yes
0596-BQCEQ,None,Yes,48.58,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0599-XNYDO,None,Yes,43.49,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes
0601-WZHJF,Offer D,No,0,No Info,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes
0602-DDUML,None,Yes,36.14,No,Yes,Cable,48,No,Yes,Yes,Yes,Yes,No,Yes,Yes
0603-OLQDC,Offer D,Yes,27.07,No,Yes,Cable,29,Yes,No,No,No,Yes,Yes,Yes,Yes
0603-TPMIB,Offer B,Yes,42.37,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0604-THJFP,Offer B,Yes,8.28,No,Yes,DSL,22,No,Yes,No,Yes,Yes,Yes,Yes,Yes
0607-DAAHE,Offer B,Yes,26.21,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0607-MVMGC,None,Yes,39.82,Yes,Yes,DSL,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0608-JDVEC,Offer B,Yes,1.87,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0611-DFXKO,Offer D,Yes,18.05,No,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes
0612-RTZZA,Offer E,No,0,No Info,Yes,DSL,15,No,No,No,No,No,No,No,Yes
0613-WUXUM,None,Yes,38.63,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0616-ATFGB,Offer E,No,0,No Info,Yes,Cable,18,No,No,No,No,No,No,No,Yes
0617-AQNWT,None,No,0,No Info,Yes,DSL,27,Yes,No,Yes,Yes,No,Yes,Yes,Yes
0617-FHSGK,None,Yes,19.08,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,No
0618-XWMSS,Offer C,Yes,44.28,No,Yes,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes
0619-OLYUR,None,Yes,47.83,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
0620-DLSLK,None,Yes,34.18,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,Yes
0620-XEFWH,Offer E,Yes,39.04,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0621-CXBKL,Offer B,Yes,10.32,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0621-HJWXJ,Offer B,Yes,21.15,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes
0621-JFHOL,Offer D,No,0,No Info,Yes,Cable,29,No,No,No,Yes,No,No,No,Yes
0621-TSSMU,None,Yes,48.87,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0621-TWIEM,Offer D,Yes,34.44,No,Yes,Cable,69,No,No,No,No,No,No,Yes,Yes
0623-EJQEG,Offer B,Yes,2.72,Yes,Yes,Fiber Optic,16,Yes,No,No,Yes,No,Yes,Yes,No
0623-GDISB,None,Yes,16.42,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes
0623-IIHUG,None,No,0,No Info,Yes,Cable,8,Yes,No,No,No,Yes,No,No,Yes
0625-AFOHS,Offer C,Yes,34.44,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0626-QXNGV,None,Yes,37.98,Yes,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0628-CNQRM,None,Yes,19.8,No,Yes,Cable,17,Yes,No,Yes,Yes,Yes,No,No,Yes
0634-SZPQA,None,Yes,3.55,Yes,Yes,Fiber Optic,4,Yes,No,No,No,Yes,No,No,Yes
0635-WKOLD,Offer B,Yes,23.74,Yes,Yes,DSL,22,No,Yes,No,Yes,Yes,No,No,Yes
0637-KVDLV,Offer E,Yes,17.22,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes
0637-UBJRP,Offer D,Yes,29.92,No,Yes,Fiber Optic,21,Yes,No,No,No,No,Yes,Yes,Yes
0637-YLETY,Offer D,Yes,18.99,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,Yes,Yes,Yes
0639-TSIQW,Offer A,Yes,37.5,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,No,No,Yes
0640-YJTPY,Offer A,Yes,5.7,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0641-EVBOJ,None,Yes,44.97,No,Yes,Fiber Optic,16,Yes,No,No,Yes,No,No,No,No
0643-OKLRP,None,Yes,38.31,Yes,Yes,Fiber Optic,7,Yes,No,No,No,No,No,No,No
0644-OQMDK,Offer E,Yes,6.18,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes
0650-BWOZN,None,Yes,7.51,No,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes
0654-HMSHN,Offer D,Yes,42.65,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes
0654-PQKDW,None,Yes,42.05,No,Yes,DSL,20,Yes,No,Yes,Yes,Yes,No,No,Yes
0655-RBDUG,Offer E,Yes,9.25,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes
0655-YDGFJ,Offer C,Yes,10.06,No,Yes,DSL,25,No,No,Yes,No,No,No,No,Yes
0657-DOGUM,Offer B,Yes,44.72,Yes,Yes,DSL,13,Yes,No,No,Yes,No,No,No,No
0661-KBKPA,None,Yes,31.86,Yes,Yes,DSL,56,No,No,Yes,Yes,Yes,Yes,Yes,Yes
0661-KQHNK,None,Yes,30.01,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0661-WCQNQ,Offer D,Yes,7.68,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,No
0661-XEYAN,None,No,0,No Info,Yes,DSL,26,No,No,No,No,No,No,No,No
0665-XHDJU,None,Yes,34.95,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes
0666-UXTJO,Offer C,Yes,29.66,No,Yes,Fiber Optic,29,No,No,Yes,No,Yes,No,No,Yes
0667-NSRGI,None,Yes,17.03,Yes,Yes,DSL,15,No,No,Yes,Yes,No,Yes,Yes,Yes
0668-OGMHD,Offer D,No,0,No Info,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes
0670-ANMUU,None,Yes,16.57,Yes,Yes,Fiber Optic,5,Yes,No,No,Yes,No,Yes,Yes,Yes
0670-KDOMA,Offer E,Yes,28.18,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
0673-IGUQO,None,Yes,30.09,No,No,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
